d_avg_cycle,d_med_cycle,d_mode_cycle,d_fft_dom_pri,w_avg_cycle,w_med_cycle,w_mode_cycle,w_fft_dom_pri,m_avg_cycle,m_med_cycle,m_mode_cycle,m_fft_dom_pri,Label,Symbol
4.2,4.0,4.0,45.0,3.8,3.5,2.0,20.0,3.6,3.0,3.0,18.0,1,7203.T
3.4,3.0,2.0,45.0,4.5,3.0,3.0,20.0,4.2,3.5,2.0,18.0,1,7203.T
4.3,4.0,3.0,45.0,4.1,4.0,3.0,30.0,3.8,2.5,2.0,18.0,1,7203.T
4.0,4.0,2.0,22.5,3.5,3.0,2.0,30.0,5.2,4.5,2.0,18.0,1,7203.T
3.9,4.0,2.0,45.0,3.7,3.0,2.0,30.0,5.2,4.5,2.0,18.0,1,7203.T
3.9,3.0,3.0,45.0,4.0,4.0,2.0,30.0,3.7,3.0,2.0,12.0,1,7203.T
4.0,3.0,2.0,45.0,4.5,4.0,3.0,15.0,4.6,4.0,3.0,18.0,1,7203.T
3.1,3.0,2.0,22.5,3.7,3.0,3.0,30.0,3.2,3.0,3.0,18.0,1,7203.T
4.7,4.0,3.0,30.0,3.5,3.0,2.0,20.0,6.5,7.0,8.0,12.0,1,7203.T
4.6,4.0,3.0,45.0,3.7,4.0,4.0,30.0,4.4,4.0,3.0,18.0,1,7203.T
4.7,4.0,4.0,45.0,3.4,3.0,2.0,30.0,6.4,6.0,4.0,9.0,1,7203.T
3.9,3.0,3.0,45.0,3.8,3.0,2.0,30.0,3.0,3.0,2.0,18.0,1,7203.T
3.1,3.0,2.0,30.0,5.2,5.0,7.0,30.0,2.9,2.0,2.0,18.0,1,7203.T
4.0,3.5,2.0,30.0,4.7,4.0,4.0,30.0,4.0,3.5,2.0,18.0,1,7203.T
4.0,4.0,4.0,22.5,3.6,4.0,4.0,15.0,3.1,3.0,3.0,3.3,1,7203.T
3.9,3.0,2.0,30.0,2.8,2.0,2.0,30.0,5.0,5.0,3.0,18.0,1,7203.T
4.2,4.0,2.0,45.0,4.9,5.0,3.0,30.0,3.0,2.5,2.0,18.0,1,7203.T
3.7,3.0,2.0,30.0,4.2,3.0,3.0,30.0,3.1,3.0,2.0,18.0,1,7203.T
4.0,3.0,3.0,45.0,3.8,3.5,2.0,30.0,6.0,6.0,4.0,18.0,1,7203.T
4.4,4.0,2.0,30.0,3.9,3.0,2.0,30.0,3.6,3.0,2.0,18.0,1,7203.T
3.9,3.0,2.0,45.0,4.3,3.0,3.0,30.0,4.0,3.5,2.0,18.0,1,7203.T
3.2,2.0,2.0,45.0,3.6,4.0,2.0,30.0,3.3,3.0,3.0,3.3,1,7203.T
4.0,4.0,3.0,30.0,4.2,3.0,3.0,15.0,3.6,3.0,3.0,18.0,1,7203.T
3.9,4.0,4.0,22.5,3.9,3.5,2.0,30.0,5.6,6.0,2.0,18.0,1,7203.T
4.8,5.0,5.0,45.0,3.9,4.0,2.0,10.0,3.6,2.0,2.0,18.0,1,7203.T
4.0,4.0,2.0,45.0,5.1,4.0,4.0,30.0,6.5,6.0,4.0,18.0,1,7203.T
4.3,4.0,3.0,45.0,4.2,5.0,5.0,30.0,3.7,3.0,2.0,12.0,1,7203.T
3.8,3.0,3.0,30.0,4.2,4.0,4.0,30.0,3.2,3.0,3.0,18.0,1,7203.T
4.3,4.5,2.0,45.0,3.1,3.0,2.0,30.0,6.0,6.0,6.0,12.0,1,7203.T
